ID_date,date_name,date_of_week,quarter,holiday,holiday_name,season,week_num,year,month,day
20020621,2002-06-21,Friday,2,N,,Léto,25,2002,6,21
20020622,2002-06-22,Saturday,2,N,,Léto,25,2002,6,22
20020623,2002-06-23,Sunday,2,N,,Léto,25,2002,6,23
20020624,2002-06-24,Monday,2,N,,Léto,26,2002,6,24
20020625,2002-06-25,Tuesday,2,N,,Léto,26,2002,6,25
20020626,2002-06-26,Wednesday,2,N,,Léto,26,2002,6,26
20020627,2002-06-27,Thursday,2,N,,Léto,26,2002,6,27
20020628,2002-06-28,Friday,2,N,,Léto,26,2002,6,28
20020629,2002-06-29,Saturday,2,N,,Léto,26,2002,6,29
20020630,2002-06-30,Sunday,2,N,,Léto,26,2002,6,30
20020701,2002-07-01,Monday,3,N,,Léto,27,2002,7,1
20020702,2002-07-02,Tuesday,3,N,,Léto,27,2002,7,2
20020703,2002-07-03,Wednesday,3,N,,Léto,27,2002,7,3
20020704,2002-07-04,Thursday,3,N,,Léto,27,2002,7,4
20020705,2002-07-05,Friday,3,Y,Saints Cyril and Methodius Day,Léto,27,2002,7,5
20020706,2002-07-06,Saturday,3,Y,Jan Hus Day,Léto,27,2002,7,6
20020707,2002-07-07,Sunday,3,N,,Léto,27,2002,7,7
20020708,2002-07-08,Monday,3,N,,Léto,28,2002,7,8
20020709,2002-07-09,Tuesday,3,N,,Léto,28,2002,7,9
20020710,2002-07-10,Wednesday,3,N,,Léto,28,2002,7,10
20020711,2002-07-11,Thursday,3,N,,Léto,28,2002,7,11
20020712,2002-07-12,Friday,3,N,,Léto,28,2002,7,12
20020713,2002-07-13,Saturday,3,N,,Léto,28,2002,7,13
20020714,2002-07-14,Sunday,3,N,,Léto,28,2002,7,14
20020715,2002-07-15,Monday,3,N,,Léto,29,2002,7,15
20020716,2002-07-16,Tuesday,3,N,,Léto,29,2002,7,16
20020717,2002-07-17,Wednesday,3,N,,Léto,29,2002,7,17
20020718,2002-07-18,Thursday,3,N,,Léto,29,2002,7,18
20020719,2002-07-19,Friday,3,N,,Léto,29,2002,7,19
20020720,2002-07-20,Saturday,3,N,,Léto,29,2002,7,20
20020721,2002-07-21,Sunday,3,N,,Léto,29,2002,7,21
20020722,2002-07-22,Monday,3,N,,Léto,30,2002,7,22
20020723,2002-07-23,Tuesday,3,N,,Léto,30,2002,7,23
20020724,2002-07-24,Wednesday,3,N,,Léto,30,2002,7,24
20020725,2002-07-25,Thursday,3,N,,Léto,30,2002,7,25
20020726,2002-07-26,Friday,3,N,,Léto,30,2002,7,26
20020727,2002-07-27,Saturday,3,N,,Léto,30,2002,7,27
20020728,2002-07-28,Sunday,3,N,,Léto,30,2002,7,28
20020729,2002-07-29,Monday,3,N,,Léto,31,2002,7,29
20020730,2002-07-30,Tuesday,3,N,,Léto,31,2002,7,30
20020731,2002-07-31,Wednesday,3,N,,Léto,31,2002,7,31
20020801,2002-08-01,Thursday,3,N,,Léto,31,2002,8,1
20020802,2002-08-02,Friday,3,N,,Léto,31,2002,8,2
20020803,2002-08-03,Saturday,3,N,,Léto,31,2002,8,3
20020804,2002-08-04,Sunday,3,N,,Léto,31,2002,8,4
20020805,2002-08-05,Monday,3,N,,Léto,32,2002,8,5
20020806,2002-08-06,Tuesday,3,N,,Léto,32,2002,8,6
20020807,2002-08-07,Wednesday,3,N,,Léto,32,2002,8,7
20020808,2002-08-08,Thursday,3,N,,Léto,32,2002,8,8
20020809,2002-08-09,Friday,3,N,,Léto,32,2002,8,9
20020810,2002-08-10,Saturday,3,N,,Léto,32,2002,8,10
20020811,2002-08-11,Sunday,3,N,,Léto,32,2002,8,11
20020812,2002-08-12,Monday,3,N,,Léto,33,2002,8,12
20020813,2002-08-13,Tuesday,3,N,,Léto,33,2002,8,13
20020814,2002-08-14,Wednesday,3,N,,Léto,33,2002,8,14
20020815,2002-08-15,Thursday,3,N,,Léto,33,2002,8,15
20020816,2002-08-16,Friday,3,N,,Léto,33,2002,8,16
20020817,2002-08-17,Saturday,3,N,,Léto,33,2002,8,17
20020818,2002-08-18,Sunday,3,N,,Léto,33,2002,8,18
20020819,2002-08-19,Monday,3,N,,Léto,34,2002,8,19
20020820,2002-08-20,Tuesday,3,N,,Léto,34,2002,8,20
20020821,2002-08-21,Wednesday,3,N,,Léto,34,2002,8,21
20020822,2002-08-22,Thursday,3,N,,Léto,34,2002,8,22
20020823,2002-08-23,Friday,3,N,,Léto,34,2002,8,23
20020824,2002-08-24,Saturday,3,N,,Léto,34,2002,8,24
20020825,2002-08-25,Sunday,3,N,,Léto,34,2002,8,25
20020826,2002-08-26,Monday,3,N,,Léto,35,2002,8,26
20020827,2002-08-27,Tuesday,3,N,,Léto,35,2002,8,27
20020828,2002-08-28,Wednesday,3,N,,Léto,35,2002,8,28
20020829,2002-08-29,Thursday,3,N,,Léto,35,2002,8,29
20020830,2002-08-30,Friday,3,N,,Léto,35,2002,8,30
20020831,2002-08-31,Saturday,3,N,,Léto,35,2002,8,31
20020901,2002-09-01,Sunday,3,N,,Podzim,35,2002,9,1
20020902,2002-09-02,Monday,3,N,,Podzim,36,2002,9,2
20020903,2002-09-03,Tuesday,3,N,,Podzim,36,2002,9,3
20020904,2002-09-04,Wednesday,3,N,,Podzim,36,2002,9,4
20020905,2002-09-05,Thursday,3,N,,Podzim,36,2002,9,5
20020906,2002-09-06,Friday,3,N,,Podzim,36,2002,9,6
20020907,2002-09-07,Saturday,3,N,,Podzim,36,2002,9,7
20020908,2002-09-08,Sunday,3,N,,Podzim,36,2002,9,8
20020909,2002-09-09,Monday,3,N,,Podzim,37,2002,9,9
20020910,2002-09-10,Tuesday,3,N,,Podzim,37,2002,9,10
20020911,2002-09-11,Wednesday,3,N,,Podzim,37,2002,9,11
20020912,2002-09-12,Thursday,3,N,,Podzim,37,2002,9,12
20020913,2002-09-13,Friday,3,N,,Podzim,37,2002,9,13
20020914,2002-09-14,Saturday,3,N,,Podzim,37,2002,9,14
20020915,2002-09-15,Sunday,3,N,,Podzim,37,2002,9,15
20020916,2002-09-16,Monday,3,N,,Podzim,38,2002,9,16
20020917,2002-09-17,Tuesday,3,N,,Podzim,38,2002,9,17
20020918,2002-09-18,Wednesday,3,N,,Podzim,38,2002,9,18
20020919,2002-09-19,Thursday,3,N,,Podzim,38,2002,9,19
20020920,2002-09-20,Friday,3,N,,Podzim,38,2002,9,20
20020921,2002-09-21,Saturday,3,N,,Podzim,38,2002,9,21
20020922,2002-09-22,Sunday,3,N,,Podzim,38,2002,9,22
20020923,2002-09-23,Monday,3,N,,Podzim,39,2002,9,23
20020924,2002-09-24,Tuesday,3,N,,Podzim,39,2002,9,24
20020925,2002-09-25,Wednesday,3,N,,Podzim,39,2002,9,25
20020926,2002-09-26,Thursday,3,N,,Podzim,39,2002,9,26
20020927,2002-09-27,Friday,3,N,,Podzim,39,2002,9,27
20020928,2002-09-28,Saturday,3,Y,Statehood Day,Podzim,39,2002,9,28
20020929,2002-09-29,Sunday,3,N,,Podzim,39,2002,9,29
20020930,2002-09-30,Monday,3,N,,Podzim,40,2002,9,30
20021001,2002-10-01,Tuesday,4,N,,Podzim,40,2002,10,1
20021002,2002-10-02,Wednesday,4,N,,Podzim,40,2002,10,2
20021003,2002-10-03,Thursday,4,N,,Podzim,40,2002,10,3
20021004,2002-10-04,Friday,4,N,,Podzim,40,2002,10,4
20021005,2002-10-05,Saturday,4,N,,Podzim,40,2002,10,5
20021006,2002-10-06,Sunday,4,N,,Podzim,40,2002,10,6
20021007,2002-10-07,Monday,4,N,,Podzim,41,2002,10,7
20021008,2002-10-08,Tuesday,4,N,,Podzim,41,2002,10,8
20021009,2002-10-09,Wednesday,4,N,,Podzim,41,2002,10,9
20021010,2002-10-10,Thursday,4,N,,Podzim,41,2002,10,10
20021011,2002-10-11,Friday,4,N,,Podzim,41,2002,10,11
20021012,2002-10-12,Saturday,4,N,,Podzim,41,2002,10,12
20021013,2002-10-13,Sunday,4,N,,Podzim,41,2002,10,13
20021014,2002-10-14,Monday,4,N,,Podzim,42,2002,10,14
20021015,2002-10-15,Tuesday,4,N,,Podzim,42,2002,10,15
20021016,2002-10-16,Wednesday,4,N,,Podzim,42,2002,10,16
20021017,2002-10-17,Thursday,4,N,,Podzim,42,2002,10,17
20021018,2002-10-18,Friday,4,N,,Podzim,42,2002,10,18
20021019,2002-10-19,Saturday,4,N,,Podzim,42,2002,10,19
20021020,2002-10-20,Sunday,4,N,,Podzim,42,2002,10,20
20021021,2002-10-21,Monday,4,N,,Podzim,43,2002,10,21
20021022,2002-10-22,Tuesday,4,N,,Podzim,43,2002,10,22
20021023,2002-10-23,Wednesday,4,N,,Podzim,43,2002,10,23
20021024,2002-10-24,Thursday,4,N,,Podzim,43,2002,10,24
20021025,2002-10-25,Friday,4,N,,Podzim,43,2002,10,25
20021026,2002-10-26,Saturday,4,N,,Podzim,43,2002,10,26
20021027,2002-10-27,Sunday,4,N,,Podzim,43,2002,10,27
20021028,2002-10-28,Monday,4,Y,Independent Czechoslovak State Day,Podzim,44,2002,10,28
20021029,2002-10-29,Tuesday,4,N,,Podzim,44,2002,10,29
20021030,2002-10-30,Wednesday,4,N,,Podzim,44,2002,10,30
20021031,2002-10-31,Thursday,4,N,,Podzim,44,2002,10,31
20021101,2002-11-01,Friday,4,N,,Podzim,44,2002,11,1
20021102,2002-11-02,Saturday,4,N,,Podzim,44,2002,11,2
20021103,2002-11-03,Sunday,4,N,,Podzim,44,2002,11,3
20021104,2002-11-04,Monday,4,N,,Podzim,45,2002,11,4
20021105,2002-11-05,Tuesday,4,N,,Podzim,45,2002,11,5
20021106,2002-11-06,Wednesday,4,N,,Podzim,45,2002,11,6
20021107,2002-11-07,Thursday,4,N,,Podzim,45,2002,11,7
20021108,2002-11-08,Friday,4,N,,Podzim,45,2002,11,8
20021109,2002-11-09,Saturday,4,N,,Podzim,45,2002,11,9
20021110,2002-11-10,Sunday,4,N,,Podzim,45,2002,11,10
20021111,2002-11-11,Monday,4,N,,Podzim,46,2002,11,11
20021112,2002-11-12,Tuesday,4,N,,Podzim,46,2002,11,12
20021113,2002-11-13,Wednesday,4,N,,Podzim,46,2002,11,13
20021114,2002-11-14,Thursday,4,N,,Podzim,46,2002,11,14
20021115,2002-11-15,Friday,4,N,,Podzim,46,2002,11,15
20021116,2002-11-16,Saturday,4,N,,Podzim,46,2002,11,16
20021117,2002-11-17,Sunday,4,Y,Struggle for Freedom and Democracy Day,Podzim,46,2002,11,17
20021118,2002-11-18,Monday,4,N,,Podzim,47,2002,11,18
20021119,2002-11-19,Tuesday,4,N,,Podzim,47,2002,11,19
20021120,2002-11-20,Wednesday,4,N,,Podzim,47,2002,11,20
20021121,2002-11-21,Thursday,4,N,,Podzim,47,2002,11,21
20021122,2002-11-22,Friday,4,N,,Podzim,47,2002,11,22
20021123,2002-11-23,Saturday,4,N,,Podzim,47,2002,11,23
20021124,2002-11-24,Sunday,4,N,,Podzim,47,2002,11,24
20021125,2002-11-25,Monday,4,N,,Podzim,48,2002,11,25
20021126,2002-11-26,Tuesday,4,N,,Podzim,48,2002,11,26
20021127,2002-11-27,Wednesday,4,N,,Podzim,48,2002,11,27
20021128,2002-11-28,Thursday,4,N,,Podzim,48,2002,11,28
20021129,2002-11-29,Friday,4,N,,Podzim,48,2002,11,29
20021130,2002-11-30,Saturday,4,N,,Podzim,48,2002,11,30
20021201,2002-12-01,Sunday,4,N,,Zima,48,2002,12,1
20021202,2002-12-02,Monday,4,N,,Zima,49,2002,12,2
20021203,2002-12-03,Tuesday,4,N,,Zima,49,2002,12,3
20021204,2002-12-04,Wednesday,4,N,,Zima,49,2002,12,4
20021205,2002-12-05,Thursday,4,N,,Zima,49,2002,12,5
20021206,2002-12-06,Friday,4,N,,Zima,49,2002,12,6
20021207,2002-12-07,Saturday,4,N,,Zima,49,2002,12,7
20021208,2002-12-08,Sunday,4,N,,Zima,49,2002,12,8
20021209,2002-12-09,Monday,4,N,,Zima,50,2002,12,9
20021210,2002-12-10,Tuesday,4,N,,Zima,50,2002,12,10
20021211,2002-12-11,Wednesday,4,N,,Zima,50,2002,12,11
20021212,2002-12-12,Thursday,4,N,,Zima,50,2002,12,12
20021213,2002-12-13,Friday,4,N,,Zima,50,2002,12,13
20021214,2002-12-14,Saturday,4,N,,Zima,50,2002,12,14
20021215,2002-12-15,Sunday,4,N,,Zima,50,2002,12,15
20021216,2002-12-16,Monday,4,N,,Zima,51,2002,12,16
20021217,2002-12-17,Tuesday,4,N,,Zima,51,2002,12,17
20021218,2002-12-18,Wednesday,4,N,,Zima,51,2002,12,18
20021219,2002-12-19,Thursday,4,N,,Zima,51,2002,12,19
20021220,2002-12-20,Friday,4,N,,Zima,51,2002,12,20
20021221,2002-12-21,Saturday,4,N,,Zima,51,2002,12,21
20021222,2002-12-22,Sunday,4,N,,Zima,51,2002,12,22
20021223,2002-12-23,Monday,4,N,,Zima,52,2002,12,23
20021224,2002-12-24,Tuesday,4,Y,Christmas Eve,Zima,52,2002,12,24
20021225,2002-12-25,Wednesday,4,Y,Christmas Day,Zima,52,2002,12,25
20021226,2002-12-26,Thursday,4,Y,Second Day of Christmas,Zima,52,2002,12,26
20021227,2002-12-27,Friday,4,N,,Zima,52,2002,12,27
20021228,2002-12-28,Saturday,4,N,,Zima,52,2002,12,28
20021229,2002-12-29,Sunday,4,N,,Zima,52,2002,12,29
20021230,2002-12-30,Monday,4,N,,Zima,1,2002,12,30
20021231,2002-12-31,Tuesday,4,N,,Zima,1,2002,12,31
20030101,2003-01-01,Wednesday,1,Y,Independent Czech State Restoration Day,Zima,1,2003,1,1
20030102,2003-01-02,Thursday,1,N,,Zima,1,2003,1,2
20030103,2003-01-03,Friday,1,N,,Zima,1,2003,1,3
20030104,2003-01-04,Saturday,1,N,,Zima,1,2003,1,4
20030105,2003-01-05,Sunday,1,N,,Zima,1,2003,1,5
20030106,2003-01-06,Monday,1,N,,Zima,2,2003,1,6
20030107,2003-01-07,Tuesday,1,N,,Zima,2,2003,1,7
20030108,2003-01-08,Wednesday,1,N,,Zima,2,2003,1,8
20030109,2003-01-09,Thursday,1,N,,Zima,2,2003,1,9
20030110,2003-01-10,Friday,1,N,,Zima,2,2003,1,10
20030111,2003-01-11,Saturday,1,N,,Zima,2,2003,1,11
20030112,2003-01-12,Sunday,1,N,,Zima,2,2003,1,12
20030113,2003-01-13,Monday,1,N,,Zima,3,2003,1,13
20030114,2003-01-14,Tuesday,1,N,,Zima,3,2003,1,14
20030115,2003-01-15,Wednesday,1,N,,Zima,3,2003,1,15
20030116,2003-01-16,Thursday,1,N,,Zima,3,2003,1,16
20030117,2003-01-17,Friday,1,N,,Zima,3,2003,1,17
20030118,2003-01-18,Saturday,1,N,,Zima,3,2003,1,18
20030119,2003-01-19,Sunday,1,N,,Zima,3,2003,1,19
20030120,2003-01-20,Monday,1,N,,Zima,4,2003,1,20
20030121,2003-01-21,Tuesday,1,N,,Zima,4,2003,1,21
20030122,2003-01-22,Wednesday,1,N,,Zima,4,2003,1,22
20030123,2003-01-23,Thursday,1,N,,Zima,4,2003,1,23
20030124,2003-01-24,Friday,1,N,,Zima,4,2003,1,24
20030125,2003-01-25,Saturday,1,N,,Zima,4,2003,1,25
20030126,2003-01-26,Sunday,1,N,,Zima,4,2003,1,26
20030127,2003-01-27,Monday,1,N,,Zima,5,2003,1,27
20030128,2003-01-28,Tuesday,1,N,,Zima,5,2003,1,28
20030129,2003-01-29,Wednesday,1,N,,Zima,5,2003,1,29
20030130,2003-01-30,Thursday,1,N,,Zima,5,2003,1,30
20030131,2003-01-31,Friday,1,N,,Zima,5,2003,1,31
20030201,2003-02-01,Saturday,1,N,,Zima,5,2003,2,1
20030202,2003-02-02,Sunday,1,N,,Zima,5,2003,2,2
20030203,2003-02-03,Monday,1,N,,Zima,6,2003,2,3
20030204,2003-02-04,Tuesday,1,N,,Zima,6,2003,2,4
20030205,2003-02-05,Wednesday,1,N,,Zima,6,2003,2,5
20030206,2003-02-06,Thursday,1,N,,Zima,6,2003,2,6
20030207,2003-02-07,Friday,1,N,,Zima,6,2003,2,7
20030208,2003-02-08,Saturday,1,N,,Zima,6,2003,2,8
20030209,2003-02-09,Sunday,1,N,,Zima,6,2003,2,9
20030210,2003-02-10,Monday,1,N,,Zima,7,2003,2,10
20030211,2003-02-11,Tuesday,1,N,,Zima,7,2003,2,11
20030212,2003-02-12,Wednesday,1,N,,Zima,7,2003,2,12
20030213,2003-02-13,Thursday,1,N,,Zima,7,2003,2,13
20030214,2003-02-14,Friday,1,N,,Zima,7,2003,2,14
20030215,2003-02-15,Saturday,1,N,,Zima,7,2003,2,15
20030216,2003-02-16,Sunday,1,N,,Zima,7,2003,2,16
20030217,2003-02-17,Monday,1,N,,Zima,8,2003,2,17
20030218,2003-02-18,Tuesday,1,N,,Zima,8,2003,2,18
20030219,2003-02-19,Wednesday,1,N,,Zima,8,2003,2,19
20030220,2003-02-20,Thursday,1,N,,Zima,8,2003,2,20
20030221,2003-02-21,Friday,1,N,,Zima,8,2003,2,21
20030222,2003-02-22,Saturday,1,N,,Zima,8,2003,2,22
20030223,2003-02-23,Sunday,1,N,,Zima,8,2003,2,23
20030224,2003-02-24,Monday,1,N,,Zima,9,2003,2,24
20030225,2003-02-25,Tuesday,1,N,,Zima,9,2003,2,25
20030226,2003-02-26,Wednesday,1,N,,Zima,9,2003,2,26
20030227,2003-02-27,Thursday,1,N,,Zima,9,2003,2,27
20030228,2003-02-28,Friday,1,N,,Zima,9,2003,2,28
20030301,2003-03-01,Saturday,1,N,,Jaro,9,2003,3,1
20030302,2003-03-02,Sunday,1,N,,Jaro,9,2003,3,2
20030303,2003-03-03,Monday,1,N,,Jaro,10,2003,3,3
20030304,2003-03-04,Tuesday,1,N,,Jaro,10,2003,3,4
20030305,2003-03-05,Wednesday,1,N,,Jaro,10,2003,3,5
20030306,2003-03-06,Thursday,1,N,,Jaro,10,2003,3,6
20030307,2003-03-07,Friday,1,N,,Jaro,10,2003,3,7
20030308,2003-03-08,Saturday,1,N,,Jaro,10,2003,3,8
20030309,2003-03-09,Sunday,1,N,,Jaro,10,2003,3,9
20030310,2003-03-10,Monday,1,N,,Jaro,11,2003,3,10
20030311,2003-03-11,Tuesday,1,N,,Jaro,11,2003,3,11
20030312,2003-03-12,Wednesday,1,N,,Jaro,11,2003,3,12
20030313,2003-03-13,Thursday,1,N,,Jaro,11,2003,3,13
20030314,2003-03-14,Friday,1,N,,Jaro,11,2003,3,14
20030315,2003-03-15,Saturday,1,N,,Jaro,11,2003,3,15
20030316,2003-03-16,Sunday,1,N,,Jaro,11,2003,3,16
20030317,2003-03-17,Monday,1,N,,Jaro,12,2003,3,17
20030318,2003-03-18,Tuesday,1,N,,Jaro,12,2003,3,18
20030319,2003-03-19,Wednesday,1,N,,Jaro,12,2003,3,19
20030320,2003-03-20,Thursday,1,N,,Jaro,12,2003,3,20
20030321,2003-03-21,Friday,1,N,,Jaro,12,2003,3,21
20030322,2003-03-22,Saturday,1,N,,Jaro,12,2003,3,22
20030323,2003-03-23,Sunday,1,N,,Jaro,12,2003,3,23
20030324,2003-03-24,Monday,1,N,,Jaro,13,2003,3,24
20030325,2003-03-25,Tuesday,1,N,,Jaro,13,2003,3,25
20030326,2003-03-26,Wednesday,1,N,,Jaro,13,2003,3,26
20030327,2003-03-27,Thursday,1,N,,Jaro,13,2003,3,27
20030328,2003-03-28,Friday,1,N,,Jaro,13,2003,3,28
20030329,2003-03-29,Saturday,1,N,,Jaro,13,2003,3,29
20030330,2003-03-30,Sunday,1,N,,Jaro,13,2003,3,30
20030331,2003-03-31,Monday,1,N,,Jaro,14,2003,3,31
20030401,2003-04-01,Tuesday,2,N,,Jaro,14,2003,4,1
20030402,2003-04-02,Wednesday,2,N,,Jaro,14,2003,4,2
20030403,2003-04-03,Thursday,2,N,,Jaro,14,2003,4,3
20030404,2003-04-04,Friday,2,N,,Jaro,14,2003,4,4
20030405,2003-04-05,Saturday,2,N,,Jaro,14,2003,4,5
20030406,2003-04-06,Sunday,2,N,,Jaro,14,2003,4,6
20030407,2003-04-07,Monday,2,N,,Jaro,15,2003,4,7
20030408,2003-04-08,Tuesday,2,N,,Jaro,15,2003,4,8
20030409,2003-04-09,Wednesday,2,N,,Jaro,15,2003,4,9
20030410,2003-04-10,Thursday,2,N,,Jaro,15,2003,4,10
20030411,2003-04-11,Friday,2,N,,Jaro,15,2003,4,11
20030412,2003-04-12,Saturday,2,N,,Jaro,15,2003,4,12
20030413,2003-04-13,Sunday,2,N,,Jaro,15,2003,4,13
20030414,2003-04-14,Monday,2,N,,Jaro,16,2003,4,14
20030415,2003-04-15,Tuesday,2,N,,Jaro,16,2003,4,15
20030416,2003-04-16,Wednesday,2,N,,Jaro,16,2003,4,16
20030417,2003-04-17,Thursday,2,N,,Jaro,16,2003,4,17
20030418,2003-04-18,Friday,2,N,,Jaro,16,2003,4,18
20030419,2003-04-19,Saturday,2,N,,Jaro,16,2003,4,19
20030420,2003-04-20,Sunday,2,N,,Jaro,16,2003,4,20
20030421,2003-04-21,Monday,2,Y,Easter Monday,Jaro,17,2003,4,21
20030422,2003-04-22,Tuesday,2,N,,Jaro,17,2003,4,22
20030423,2003-04-23,Wednesday,2,N,,Jaro,17,2003,4,23
20030424,2003-04-24,Thursday,2,N,,Jaro,17,2003,4,24
20030425,2003-04-25,Friday,2,N,,Jaro,17,2003,4,25
20030426,2003-04-26,Saturday,2,N,,Jaro,17,2003,4,26
20030427,2003-04-27,Sunday,2,N,,Jaro,17,2003,4,27
20030428,2003-04-28,Monday,2,N,,Jaro,18,2003,4,28
20030429,2003-04-29,Tuesday,2,N,,Jaro,18,2003,4,29
20030430,2003-04-30,Wednesday,2,N,,Jaro,18,2003,4,30
20030501,2003-05-01,Thursday,2,Y,Labor Day,Jaro,18,2003,5,1
20030502,2003-05-02,Friday,2,N,,Jaro,18,2003,5,2
20030503,2003-05-03,Saturday,2,N,,Jaro,18,2003,5,3
20030504,2003-05-04,Sunday,2,N,,Jaro,18,2003,5,4
20030505,2003-05-05,Monday,2,N,,Jaro,19,2003,5,5
20030506,2003-05-06,Tuesday,2,N,,Jaro,19,2003,5,6
20030507,2003-05-07,Wednesday,2,N,,Jaro,19,2003,5,7
20030508,2003-05-08,Thursday,2,Y,Victory Day,Jaro,19,2003,5,8
20030509,2003-05-09,Friday,2,N,,Jaro,19,2003,5,9
20030510,2003-05-10,Saturday,2,N,,Jaro,19,2003,5,10
20030511,2003-05-11,Sunday,2,N,,Jaro,19,2003,5,11
20030512,2003-05-12,Monday,2,N,,Jaro,20,2003,5,12
20030513,2003-05-13,Tuesday,2,N,,Jaro,20,2003,5,13
20030514,2003-05-14,Wednesday,2,N,,Jaro,20,2003,5,14
20030515,2003-05-15,Thursday,2,N,,Jaro,20,2003,5,15
20030516,2003-05-16,Friday,2,N,,Jaro,20,2003,5,16
20030517,2003-05-17,Saturday,2,N,,Jaro,20,2003,5,17
20030518,2003-05-18,Sunday,2,N,,Jaro,20,2003,5,18
20030519,2003-05-19,Monday,2,N,,Jaro,21,2003,5,19
20030520,2003-05-20,Tuesday,2,N,,Jaro,21,2003,5,20
20030521,2003-05-21,Wednesday,2,N,,Jaro,21,2003,5,21
20030522,2003-05-22,Thursday,2,N,,Jaro,21,2003,5,22
20030523,2003-05-23,Friday,2,N,,Jaro,21,2003,5,23
20030524,2003-05-24,Saturday,2,N,,Jaro,21,2003,5,24
20030525,2003-05-25,Sunday,2,N,,Jaro,21,2003,5,25
20030526,2003-05-26,Monday,2,N,,Jaro,22,2003,5,26
20030527,2003-05-27,Tuesday,2,N,,Jaro,22,2003,5,27
20030528,2003-05-28,Wednesday,2,N,,Jaro,22,2003,5,28
20030529,2003-05-29,Thursday,2,N,,Jaro,22,2003,5,29
20030530,2003-05-30,Friday,2,N,,Jaro,22,2003,5,30
20030531,2003-05-31,Saturday,2,N,,Jaro,22,2003,5,31
20030601,2003-06-01,Sunday,2,N,,Léto,22,2003,6,1
20030602,2003-06-02,Monday,2,N,,Léto,23,2003,6,2
20030603,2003-06-03,Tuesday,2,N,,Léto,23,2003,6,3
20030604,2003-06-04,Wednesday,2,N,,Léto,23,2003,6,4
20030605,2003-06-05,Thursday,2,N,,Léto,23,2003,6,5
20030606,2003-06-06,Friday,2,N,,Léto,23,2003,6,6
20030607,2003-06-07,Saturday,2,N,,Léto,23,2003,6,7
20030608,2003-06-08,Sunday,2,N,,Léto,23,2003,6,8
20030609,2003-06-09,Monday,2,N,,Léto,24,2003,6,9
20030610,2003-06-10,Tuesday,2,N,,Léto,24,2003,6,10
20030611,2003-06-11,Wednesday,2,N,,Léto,24,2003,6,11
20030612,2003-06-12,Thursday,2,N,,Léto,24,2003,6,12
20030613,2003-06-13,Friday,2,N,,Léto,24,2003,6,13
20030614,2003-06-14,Saturday,2,N,,Léto,24,2003,6,14
20030615,2003-06-15,Sunday,2,N,,Léto,24,2003,6,15
20030616,2003-06-16,Monday,2,N,,Léto,25,2003,6,16
20030617,2003-06-17,Tuesday,2,N,,Léto,25,2003,6,17
20030618,2003-06-18,Wednesday,2,N,,Léto,25,2003,6,18
20030619,2003-06-19,Thursday,2,N,,Léto,25,2003,6,19
20030620,2003-06-20,Friday,2,N,,Léto,25,2003,6,20
20030621,2003-06-21,Saturday,2,N,,Léto,25,2003,6,21
20030622,2003-06-22,Sunday,2,N,,Léto,25,2003,6,22
20030623,2003-06-23,Monday,2,N,,Léto,26,2003,6,23
20030624,2003-06-24,Tuesday,2,N,,Léto,26,2003,6,24
20030625,2003-06-25,Wednesday,2,N,,Léto,26,2003,6,25
20030626,2003-06-26,Thursday,2,N,,Léto,26,2003,6,26
20030627,2003-06-27,Friday,2,N,,Léto,26,2003,6,27
20030628,2003-06-28,Saturday,2,N,,Léto,26,2003,6,28
20030629,2003-06-29,Sunday,2,N,,Léto,26,2003,6,29
20030630,2003-06-30,Monday,2,N,,Léto,27,2003,6,30
20030701,2003-07-01,Tuesday,3,N,,Léto,27,2003,7,1
20030702,2003-07-02,Wednesday,3,N,,Léto,27,2003,7,2
20030703,2003-07-03,Thursday,3,N,,Léto,27,2003,7,3
20030704,2003-07-04,Friday,3,N,,Léto,27,2003,7,4
20030705,2003-07-05,Saturday,3,Y,Saints Cyril and Methodius Day,Léto,27,2003,7,5
20030706,2003-07-06,Sunday,3,Y,Jan Hus Day,Léto,27,2003,7,6
20030707,2003-07-07,Monday,3,N,,Léto,28,2003,7,7
20030708,2003-07-08,Tuesday,3,N,,Léto,28,2003,7,8
20030709,2003-07-09,Wednesday,3,N,,Léto,28,2003,7,9
20030710,2003-07-10,Thursday,3,N,,Léto,28,2003,7,10
20030711,2003-07-11,Friday,3,N,,Léto,28,2003,7,11
20030712,2003-07-12,Saturday,3,N,,Léto,28,2003,7,12
20030713,2003-07-13,Sunday,3,N,,Léto,28,2003,7,13
20030714,2003-07-14,Monday,3,N,,Léto,29,2003,7,14
20030715,2003-07-15,Tuesday,3,N,,Léto,29,2003,7,15
20030716,2003-07-16,Wednesday,3,N,,Léto,29,2003,7,16
20030717,2003-07-17,Thursday,3,N,,Léto,29,2003,7,17
20030718,2003-07-18,Friday,3,N,,Léto,29,2003,7,18
20030719,2003-07-19,Saturday,3,N,,Léto,29,2003,7,19
20030720,2003-07-20,Sunday,3,N,,Léto,29,2003,7,20
20030721,2003-07-21,Monday,3,N,,Léto,30,2003,7,21
20030722,2003-07-22,Tuesday,3,N,,Léto,30,2003,7,22
20030723,2003-07-23,Wednesday,3,N,,Léto,30,2003,7,23
20030724,2003-07-24,Thursday,3,N,,Léto,30,2003,7,24
20030725,2003-07-25,Friday,3,N,,Léto,30,2003,7,25
